Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2017","2017","t","212873","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2018","2018","t","236177","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2019","2019","t","242723","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2020","2020","t","267059","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2021","2021","t","300874","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01311","Avocados","2022","2022","t","338238","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1961","1961","t","2823040","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1962","1962","t","3126860","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1963","1963","t","3256300","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1964","1964","t","3517340","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1965","1965","t","3624630","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1966","1966","t","3701020","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1967","1967","t","4188910","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1968","1968","t","4387310","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1969","1969","t","4815870","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1970","1970","t","5126160","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1971","1971","t","5250590","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1972","1972","t","5851890","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1973","1973","t","3677240","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1974","1974","t","3668710","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1975","1975","t","3782310","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1976","1976","t","4530240","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1977","1977","t","4447660","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1978","1978","t","4326660","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1979","1979","t","4252290","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1980","1980","t","4659680","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1981","1981","t","4652300","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1982","1982","t","4726800","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1983","1983","t","4552540","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1984","1984","t","4896480","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1985","1985","t","5007630","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1986","1986","t","5243850","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1987","1987","t","5347720","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1988","1988","t","5357250","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1989","1989","t","5721700","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1990","1990","t","5725830","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1991","1991","t","5762141","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1992","1992","t","5848523","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1993","1993","t","5802992","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1994","1994","t","5955238","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1995","1995","t","5801110","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1996","1996","t","5160178","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1997","1997","t","5412360","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1998","1998","t","5322200","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","1999","1999","t","5478350","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2000","2000","t","5663360","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2001","2001","t","6177293","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2002","2002","t","6689179","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2003","2003","t","6800981","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2004","2004","t","6583564","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2005","2005","t","6703400","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2006","2006","t","6956179","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2007","2007","t","7098350","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2008","2008","t","6998150","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2009","2009","t","6783490","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2010","2010","t","6969306","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2011","2011","t","7329471","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2012","2012","t","6902184","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2013","2013","t","6892622","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2014","2014","t","6953747","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2015","2015","t","6859227","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2016","2016","t","6625211","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2017","2017","t","6584967","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2018","2018","t","6723590","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2019","2019","t","6831874","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2020","2020","t","6593437","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2021","2021","t","6803350","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01312","Bananas","2022","2022","t","6854222","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1961","1961","t","2228704","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1962","1962","t","2190303","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1963","1963","t","1650527","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1964","1964","t","1042013","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1965","1965","t","2294047","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1966","1966","t","1202868","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1967","1967","t","1507500","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1968","1968","t","1057700","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1969","1969","t","1283500","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1970","1970","t","754800","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1971","1971","t","1551462","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1972","1972","t","1495705","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1973","1973","t","872897","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1974","1974","t","1615309","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1975","1975","t","1272298","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1976","1976","t","375985","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1977","1977","t","975385","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1978","1978","t","1267661","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1979","1979","t","1332772","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1980","1980","t","1061195","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1981","1981","t","2032210","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1982","1982","t","957931","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1983","1983","t","1671588","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1984","1984","t","1420281","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1985","1985","t","1910646","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1986","1986","t","1041406","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1987","1987","t","2202708","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1988","1988","t","1348014","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1989","1989","t","1532335","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1990","1990","t","1464856","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1991","1991","t","1520382","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1992","1992","t","1294373","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1993","1993","t","1278759","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1994","1994","t","1307289","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1995","1995","t","930135","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1996","1996","t","1369196","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1997","1997","t","1228513","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1998","1998","t","1689366","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","1999","1999","t","1631852","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2000","2000","t","1903562","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2001","2001","t","1819569","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2002","2002","t","2610524","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2003","2003","t","1987074","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2004","2004","t","2465710","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2005","2005","t","2140169","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2006","2006","t","2573368","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2007","2007","t","2249011","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2008","2008","t","2796927","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2009","2009","t","2440056","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2010","2010","t","2907265","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2011","2011","t","2700540","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2012","2012","t","3037534","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2013","2013","t","2964538","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2014","2014","t","2804070","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2015","2015","t","2647504","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2016","2016","t","3024466","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2017","2017","t","2684508","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2018","2018","t","3552729","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2019","2019","t","3011745","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2020","2020","t","3705719","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2021","2021","t","2985581","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","01610","Coffee, green","2022","2022","t","3172562","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1961","1961","t","9036237","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1962","1962","t","9587285","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1963","1963","t","10418267","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1964","1964","t","9408043","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1965","1965","t","12111921","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1966","1966","t","11371455","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1967","1967","t","12824380","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1968","1968","t","12813638","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1969","1969","t","12693435","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1970","1970","t","14216009","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1971","1971","t","14129749","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1972","1972","t","14891444","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1973","1973","t","14185877","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1974","1974","t","16273227","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1975","1975","t","16334516","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1976","1976","t","17751072","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1977","1977","t","19255936","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1978","1978","t","13569401","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1979","1979","t","16306380","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1980","1980","t","20372080","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1981","1981","t","21116912","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1982","1982","t","21842480","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1983","1983","t","18731216","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1984","1984","t","21164144","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1985","1985","t","22018176","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1986","1986","t","20541230","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1987","1987","t","26786650","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1988","1988","t","24749550","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1989","1989","t","26589870","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1990","1990","t","21347770","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1991","1991","t","23624340","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1992","1992","t","30506127","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1993","1993","t","30055633","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1994","1994","t","32487625","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1995","1995","t","36266951","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1996","1996","t","29652791","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1997","1997","t","32948044","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1998","1998","t","29601753","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","1999","1999","t","32239479","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2000","2000","t","32321000","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2001","2001","t","41962475","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2002","2002","t","35940832","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2003","2003","t","48327323","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2004","2004","t","41787558","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2005","2005","t","35113312","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2006","2006","t","42661677","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2007","2007","t","52112217","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2008","2008","t","58933347","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2009","2009","t","50719822","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2010","2010","t","55364271","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2011","2011","t","55660235","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2012","2012","t","71072810","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2013","2013","t","80273172","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2014","2014","t","79881614","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2015","2015","t","85283074","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2016","2016","t","64188314","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5510","Production","0112","Maize (corn)","2017","2017","t","97910658","A","Official figure",""
